"MUNID","CODEID","TYPE","ROUTE_VERT","DIREC_UNIQ","STATUT","REVETEMENT","PROPRIO","LARGEUR","LONGUEUR","ENTITEID","GEOM"
"81017","37","Piste multifonctionnelle","Non","Non","T.Q.C","Flexible","Ville","3","745.7","{22EA5A1D-9652-4522-8478-7C8159954414}","LINESTRING (-75.73931 45.49233,-75.739449 45.492219,-75.739536 45.492152,-75.739634 45.492086,-75.739718 45.492021,-75.739779 45.491964,-75.739827 45.491896,-75.739861 45.491823,-75.739882 45.491759,-75.739888 45.491707,-75.739893 45.491528,-75.739895 45.491266,-75.739898 45.491176,-75.739914 45.491086,-75.739951 45.490999,-75.740002 45.490916,-75.740056 45.490849,-75.740125 45.490782,-75.740208 45.490718,-75.740307 45.490659,-75.740714 45.490455,-75.741629 45.490008,-75.742 45.489843,-75.742414 45.48968,-75.742581 45.489624,-75.742781 45.489564,-75.742975 45.489505,-75.743214 45.489453,-75.743402 45.489427,-75.743547 45.489418,-75.743734 45.489412,-75.743921 45.489412,-75.744088 45.489401,-75.744248 45.489384,-75.744373 45.489356,-75.744509 45.489317,-75.744657 45.489255,-75.744754 45.489189,-75.74482 45.489126,-75.74489 45.489044,-75.744962 45.488972,-75.745065 45.488903,-75.745179 45.488854,-75.745305 45.488806,-75.746248 45.488525)"
"81017","38","Sentier polyvalent","Non","Non","T.Q.C","Flexible","Ville","3","406.7","{52E47478-A400-4C33-8198-2571464130F2}","LINESTRING (-75.698005 45.489923,-75.69815 45.490087,-75.698179 45.490132,-75.698188 45.490178,-75.698188 45.490222,-75.698163 45.490453,-75.698161 45.490525,-75.698177 45.490624,-75.698218 45.490821,-75.698279 45.491212,-75.698302 45.491277,-75.698344 45.491337,-75.698398 45.491382,-75.698504 45.491435,-75.69927 45.491719,-75.699367 45.491731,-75.699487 45.491731,-75.699566 45.491716,-75.699642 45.491685,-75.699734 45.491602,-75.699806 45.491515,-75.699858 45.491425,-75.699899 45.491328,-75.699925 45.491285,-75.7 45.491209,-75.700067 45.491127,-75.700087 45.491074,-75.70009 45.490991,-75.700075 45.49093,-75.700036 45.490812,-75.700025 45.490747,-75.700039 45.490672,-75.700054 45.490608)"
"81017","39","Sentier polyvalent","Non","Non","T.Q.C","Flexible","CCN","0","20.1","{9CAE5F9B-D9E9-41F1-B5F7-14A34A76C50B}","LINESTRING (-75.7149 45.432835,-75.714963 45.432825,-75.715023 45.432808,-75.715078 45.432786,-75.715128 45.432757)"
"81017","40","Sentier polyvalent","Non","Non","T.Q.C","Flexible","Ville","0","57.8","{F4F8780E-26B1-40DE-BB7C-7A370547B03F}","LINESTRING (-75.751698 45.450369,-75.751663 45.450348,-75.751641 45.450331,-75.751632 45.450327,-75.751623 45.450324,-75.751614 45.450321,-75.751604 45.450319,-75.751594 45.450318,-75.751584 45.450317,-75.751538 45.450315,-75.751529 45.450316,-75.75152 45.450315,-75.751511 45.450314,-75.751502 45.450312,-75.751493 45.45031,-75.751485 45.450307,-75.751442 45.45029,-75.751318 45.450232,-75.751199 45.450179,-75.751078 45.450106)"
"81017","41","Sentier polyvalent","Non","Non","T.Q.C","Flexible","CCN","0","32.4","{BA0FA36E-2872-4E8B-A55E-231679607F52}","LINESTRING (-75.722715 45.43563,-75.7226 45.435349)"
"81017","42","Sentier polyvalent","Non","Non","T.Q.C","Flexible","CCN","0","73.5","{B74CE2AB-9C8A-4074-BB82-C4BDABBCE0B3}","LINESTRING (-75.701442 45.45549,-75.701454 45.455579,-75.701482 45.455675,-75.701524 45.455753,-75.701559 45.455827,-75.7016 45.455905,-75.701672 45.456018,-75.701758 45.456105)"
"81017","43","Sentier polyvalent","Non","Non","T.Q.C","Flexible","Ville","0","23.3","{669A693F-CA0E-4A01-B122-945E18A1D89B}","LINESTRING (-75.717316 45.487815,-75.71728839891291 45.48786410646641,-75.71723072136793 45.48789784238895,-75.717157 45.487908,-75.717086 45.487906)"
"81017","44","Bande cyclable","Non","Oui","T.Q.C","Flexible","Ville","1.8","486.9","{7CA8F553-AF0E-4D1E-8D1D-EE21DD3AD3F7}","LINESTRING (-75.722502 45.436513,-75.722531 45.436942,-75.722594 45.437377,-75.722785 45.438691,-75.722917 45.439485,-75.722943 45.439609,-75.722989 45.439733,-75.723063 45.439852,-75.723165 45.439966,-75.72331 45.440079,-75.723481 45.440175,-75.723631 45.440231,-75.723826 45.440283,-75.724029 45.440313,-75.724253 45.44032)"
"81017","45","Sentier polyvalent","Non","Non","T.Q.C","Flexible","Ville","0","475.2","{B68ABE0B-F06E-4107-A161-FD7E1BA506C3}","LINESTRING (-75.750776 45.450574,-75.750825 45.450585,-75.750843 45.450588,-75.750848 45.450589,-75.750853 45.450589,-75.750858 45.450588,-75.750862 45.450587,-75.750867 45.450585,-75.750871 45.450583,-75.750874 45.450581,-75.750877 45.450578,-75.750879 45.450575,-75.750885 45.450567,-75.750987 45.450411,-75.751037 45.450308,-75.751055 45.450245,-75.751074 45.450171,-75.751078 45.450106,-75.751064 45.450037,-75.751035 45.449922,-75.75099 45.449738,-75.750976 45.449611,-75.750979 45.449506,-75.750993 45.44935,-75.751009 45.449266,-75.751037 45.449163,-75.751064 45.449064,-75.751086 45.448975,-75.7511 45.448896,-75.751096 45.448834,-75.751076 45.448766,-75.751053 45.448691,-75.751023 45.448595,-75.751009 45.448513,-75.751023 45.448412,-75.751044 45.448287,-75.751057 45.448072,-75.751057 45.447906,-75.751071 45.447853,-75.751109 45.447742,-75.751137 45.447641,-75.751148 45.447557,-75.751146 45.447474,-75.751128 45.447398,-75.751097 45.447317,-75.751044 45.447238,-75.750981 45.447146,-75.750964 45.447117,-75.750946 45.447053,-75.750933 45.446896,-75.750912 45.446457)"
"81017","46","Accotement asphalté","Non","Non","T.Q.C","Flexible","Ville","0","36.2","{0D3139FD-2583-460D-981D-98C2A9850B6F}","LINESTRING (-75.677864 45.510656,-75.677819 45.510331)"
"81017","47","Sentier de randonnée","Non","Non","T.Q.C","Flexible","CCN","0","158.3","{DC911151-8C40-46B1-8FA8-F35B326C2E83}","LINESTRING (-75.699775 45.453249,-75.699721 45.45306,-75.699637 45.452776,-75.699637 45.452698,-75.699668 45.45252,-75.69969 45.452358,-75.699729 45.452183,-75.699799 45.45207,-75.699899 45.45186)"
"81017","48","Sentier polyvalent","Non","Non","T.Q.C","Flexible","Ville","3","805.1","{C953F79B-64C5-4248-A20F-78AA00053892}","LINESTRING (-75.734999 45.493299,-75.735099 45.493333,-75.735166 45.493352,-75.735242 45.493361,-75.735374 45.493374,-75.735469 45.493386,-75.735552 45.493404,-75.735622 45.493433,-75.736084 45.493658,-75.73685 45.494028,-75.737153 45.494175,-75.737201 45.494198,-75.73723 45.494204,-75.737258 45.494203,-75.73728 45.49419,-75.737284 45.494169,-75.737272 45.494147,-75.737242 45.494126,-75.737059 45.494008,-75.736728 45.493794,-75.736444 45.49361,-75.736219 45.493459,-75.735982 45.493306,-75.735949 45.493284,-75.735936 45.493264,-75.735933 45.493245,-75.735942 45.493227,-75.73596 45.493215,-75.735988 45.493218,-75.73602 45.493228,-75.736068 45.493249,-75.736365 45.493383,-75.73671 45.493531,-75.737138 45.49372,-75.737207 45.493755,-75.737246 45.493768,-75.737269 45.493768,-75.737294 45.493762,-75.737308 45.493745,-75.737308 45.493725,-75.737297 45.493701,-75.73726 45.493674,-75.737097 45.49356,-75.736862 45.493403,-75.73669 45.49329,-75.736615 45.493238,-75.736581 45.493194,-75.736563 45.493155,-75.736569 45.493119,-75.736594 45.493086,-75.736618 45.493072,-75.737069 45.492776,-75.737814 45.492293,-75.73792 45.492226,-75.737981 45.492205,-75.738033 45.492197,-75.738081 45.492196,-75.738146 45.49221,-75.738305 45.492252,-75.738498 45.492315,-75.738641 45.492369,-75.738847 45.492457)"
"81017","49","Sentier polyvalent","Non","Non","T.Q.C","Flexible","CCN","0","22.8","{0CDD5269-2B56-4F27-8179-3520AFCC8650}","LINESTRING (-75.70824 45.440905,-75.708203 45.440876,-75.708128 45.44084,-75.708069 45.440822,-75.707992 45.440804)"
"81017","50","Piste multifonctionnelle","Non","Non","T.Q.C","Flexible","Ville","3","350.6","{4D6EE21B-E76B-4D5B-B3CC-DD2028ABDD95}","LINESTRING (-75.750717 45.442988,-75.75075 45.443001,-75.750755 45.443005,-75.75076 45.443009,-75.750763 45.443013,-75.750766 45.443018,-75.750767 45.443023,-75.750768 45.443028,-75.750768 45.443033,-75.750754 45.443082,-75.750751 45.443159,-75.750803 45.443616,-75.750876 45.444176,-75.750935 45.44466,-75.750974 45.444953,-75.750998 45.445161,-75.75102 45.445332,-75.751057 45.445646,-75.75106 45.445664,-75.751064 45.445682,-75.751069 45.4457,-75.751075 45.445717,-75.751082 45.445735,-75.75109 45.445752,-75.751098 45.445769,-75.751108 45.445786,-75.751118 45.445803,-75.751129 45.44582,-75.751141 45.445836,-75.751154 45.445852,-75.751167 45.445867,-75.751181 45.445882,-75.751296 45.445996,-75.751305 45.446007,-75.751314 45.446018,-75.751322 45.446029,-75.751329 45.44604,-75.751335 45.446052,-75.75134 45.446064)"
"81017","51","Sentier de randonnée","Non","Non","T.Q.C","Flexible","CCN","0","19.8","{DA838696-30C8-495D-A994-4A70843EA629}","LINESTRING (-75.702638 45.456293,-75.70261 45.456271,-75.702587 45.456245,-75.70257 45.456218,-75.70256 45.456189,-75.702557 45.456159,-75.70256 45.45613)"
"81017","52","Bande cyclable","Non","Oui","T.Q.C","Flexible","Ville","0","966.3","{38D5B84D-334D-47EF-B93B-6AD567A156D6}","LINESTRING (-75.767074 45.460624,-75.765887 45.460708,-75.763857 45.460853,-75.761947 45.460986,-75.760192 45.461112,-75.758044 45.461263,-75.7564 45.461365,-75.754775 45.461457)"
"81017","53","Bande cyclable","Non","Oui","T.Q.C","Flexible","Ville","0","1315.3","{C9AFEED6-1C18-4E5C-B1D7-2EB16CDFC49A}","LINESTRING (-75.688916 45.491896,-75.688916 45.491812,-75.688848 45.491372,-75.688759 45.490788,-75.688667 45.490023,-75.688644 45.489848,-75.688624 45.489686,-75.68858 45.489437,-75.68854 45.489025,-75.688453 45.488242,-75.688379 45.487463,-75.688337 45.487099,-75.688264 45.486539,-75.688162 45.485783,-75.688107 45.485415,-75.687986 45.484495,-75.687896 45.48382,-75.687786 45.483003,-75.687638 45.481999,-75.687562 45.481358,-75.687457 45.480621,-75.687394 45.48011)"
"81017","1730","Piste multifonctionnelle","Non","Non","T.Q.C","Flexible","Ville","3","296.6","{5A21DED2-64A8-4CF9-8486-3E81C29949A1}","LINESTRING (-75.673868 45.502638,-75.673748 45.502648,-75.673444 45.502665,-75.67297 45.502691,-75.672497 45.502717,-75.672478 45.502718,-75.67246 45.502718,-75.672441 45.502718,-75.672423 45.502717,-75.672405 45.502715,-75.672386 45.502713,-75.672319 45.502704,-75.672307 45.502702,-75.672295 45.502701,-75.672283 45.5027,-75.672271 45.5027,-75.672259 45.5027,-75.672247 45.502701,-75.671877 45.502724,-75.671079 45.502767,-75.671059 45.502768,-75.671039 45.50277,-75.671019 45.502773,-75.670999 45.502775,-75.670979 45.502779,-75.670965 45.502782,-75.670951 45.502785,-75.670937 45.502787,-75.670922 45.502789,-75.670908 45.50279,-75.670896 45.502791,-75.670884 45.502792,-75.670762 45.502795,-75.670698 45.502791,-75.670554 45.502802,-75.6704 45.50282,-75.670103 45.502838,-75.670091 45.502839)"
"81017","55","Sentier polyvalent","Non","Non","T.Q.C","Flexible","CCN","0","34.7","{0CA25CC2-318A-4E50-B4C6-812AC6DCFABA}","LINESTRING (-75.720584 45.453981,-75.72059 45.454023,-75.720589 45.454065,-75.72058 45.454106,-75.720563 45.454147,-75.72054 45.454185,-75.72051 45.454221,-75.720484 45.454246,-75.72046 45.454271)"
"81017","56","Sentier polyvalent","Non","Non","T.Q.C","Flexible","CCN","0","102.8","{3F043352-E6C3-4E14-A547-1F55B1789C47}","LINESTRING (-75.70256 45.45613,-75.702671 45.456043,-75.702732 45.455993,-75.702783 45.455942,-75.702826 45.455884,-75.702869 45.455813,-75.7029 45.455747,-75.702924 45.455699,-75.702957 45.455653,-75.702998 45.455611,-75.703106 45.455535,-75.703124 45.455519,-75.703139 45.455502,-75.703149 45.455483,-75.703154 45.455462,-75.703154 45.455442,-75.703149 45.455422,-75.703133 45.455364,-75.703126 45.455338)"
"81017","57","Sentier de randonnée","Non","Non","T.Q.C","Flexible","CCN","0","89.9","{D8F30595-3797-4C3D-92DC-018615B5B4C8}","LINESTRING (-75.707883 45.448363,-75.707736 45.448398,-75.707487 45.448446,-75.707244 45.448488,-75.707065 45.448509,-75.706912 45.448529,-75.706763 45.448535)"
"81017","58","Sentier polyvalent","Non","Non","T.Q.C","Flexible","Ville","0","29.8","{3A283B2C-5DA1-422C-A15D-75FBB291C77A}","LINESTRING (-75.717086 45.487906,-75.716811 45.487719)"
"81017","59","Sentier polyvalent","Non","Non","T.Q.C","Flexible","CCN","0","38.7","{D9551733-CE3F-4F38-83DE-C05A50FFD7EE}","LINESTRING (-75.722715 45.43563,-75.722238 45.435534)"
"81017","60","Sentier polyvalent","Oui","Non","T.Q.C","Flexible","CCN","3","618.7","{9863F27C-2515-43B9-8CE6-43D80F402EAE}","LINESTRING (-75.701442 45.45549,-75.701449 45.455414,-75.701463 45.455363,-75.701483 45.455307,-75.701532 45.455229,-75.701708 45.455007,-75.701782 45.454945,-75.701899 45.454859,-75.701986 45.454813,-75.702112 45.454748,-75.702197 45.454704,-75.702399 45.454609,-75.702555 45.45455,-75.702776 45.454475,-75.702905 45.45443,-75.703072 45.454369,-75.703194 45.454314,-75.703281 45.45427,-75.70336 45.454214,-75.703444 45.454151,-75.703516 45.454074,-75.703602 45.453986,-75.703712 45.453865,-75.70382 45.453718,-75.703916 45.453592,-75.703979 45.45351,-75.704071 45.453413,-75.7042 45.453294,-75.704328 45.453145,-75.704348 45.453092,-75.704347 45.453031,-75.704378 45.452938,-75.704412 45.452865,-75.704466 45.452797,-75.704542 45.452731,-75.704662 45.452646,-75.704757 45.452599,-75.704879 45.452553,-75.704997 45.452508,-75.705098 45.452449,-75.705192 45.452391,-75.705302 45.452305,-75.705413 45.452201,-75.705496 45.452118,-75.705567 45.452058,-75.705684 45.451968,-75.705805 45.451882,-75.705852 45.451838,-75.705921 45.45178,-75.70601 45.451721,-75.70611 45.451673,-75.706211 45.451622,-75.706308 45.451577,-75.706433 45.451539,-75.706554 45.451505)"
"81017","61","Sentier polyvalent","Non","Non","T.Q.C","Flexible","Ville","0","230.5","{6378F040-FEDD-4C63-9B54-29E44EEB3BF3}","LINESTRING (-75.715468 45.432015,-75.715501 45.431884,-75.715511 45.431851,-75.715527 45.43182,-75.715548 45.431791,-75.715575 45.431763,-75.715952 45.43147,-75.715992 45.431439,-75.716027 45.431405,-75.716055 45.431368,-75.716076 45.431329,-75.716091 45.431288,-75.716098 45.431247,-75.716119 45.431106,-75.71612 45.431065,-75.716112 45.431024,-75.716097 45.430984,-75.716073 45.430947,-75.716042 45.430912,-75.715983 45.430859,-75.715893 45.430775,-75.715844 45.43073,-75.715801 45.430682,-75.715766 45.430631,-75.715737 45.430578,-75.715717 45.430523,-75.715704 45.430467,-75.7157 45.430411,-75.715714 45.430329,-75.715769 45.430171)"
"81017","62","Sentier de randonnée","Non","Non","T.Q.C","Flexible","CCN","0","69.0","{52235E11-FE9D-43F9-83BC-BD49B085347B}","LINESTRING (-75.712011 45.447541,-75.71201 45.447538,-75.711974 45.447439,-75.711929 45.44734,-75.711876 45.447244,-75.711815 45.44715,-75.711746 45.447059,-75.711669 45.446972)"
"81017","63","Sentier polyvalent","Non","Non","T.Q.C","Flexible","Ville","0","467.1","{0DF28414-D4AC-4CF1-8FC1-DB85781E79DF}","LINESTRING (-75.701958 45.500358,-75.701959 45.500339,-75.701966 45.500221,-75.701964 45.500126,-75.701963 45.500072,-75.70195 45.499929,-75.701958 45.499757,-75.701952 45.499707,-75.701931 45.49967,-75.701887 45.499646,-75.701816 45.499628,-75.701579 45.499584,-75.701308 45.499542,-75.701074 45.499495,-75.700764 45.499434,-75.700665 45.499419,-75.700567 45.499416,-75.700416 45.49942,-75.700057 45.499453,-75.699643 45.499497,-75.699341 45.499529,-75.699216 45.499533,-75.699097 45.499526,-75.698936 45.499502,-75.698686 45.499458,-75.698375 45.4994,-75.69818 45.499358,-75.698028 45.499318,-75.697881 45.499266,-75.697736 45.499208,-75.697588 45.499159,-75.697445 45.499121,-75.697306 45.4991,-75.697204 45.499092,-75.697113 45.49909)"
"81017","64","Sentier polyvalent","Non","Non","T.Q.C","Flexible","CCN","0","181.2","{30654145-DD88-420A-8538-86261E64DDF9}","LINESTRING (-75.718382 45.449173,-75.718335 45.449317,-75.718199 45.449592,-75.718132 45.449739,-75.718084 45.449858,-75.718067 45.449945,-75.718058 45.450032,-75.718057 45.450119,-75.718064 45.450207,-75.718078 45.450294,-75.718093 45.450379,-75.7181 45.450435,-75.718099 45.450491,-75.71809 45.450547,-75.718085 45.45057,-75.718055 45.450674,-75.718039 45.450719,-75.71803 45.450764)"
"81017","65","Sentier polyvalent","Non","Non","T.Q.C","Flexible","CCN","0","16.4","{94227167-4378-4046-BE78-1A8CA9820879}","LINESTRING (-75.718508 45.44857,-75.718578 45.448574,-75.718648 45.448573,-75.718717 45.448569)"
"81017","66","Sentier de randonnée","Non","Non","T.Q.C","Flexible","CCN","0","251.3","{E27224DE-9AC3-4FD2-AFC9-27024D90EAAE}","LINESTRING (-75.706763 45.448535,-75.70658 45.448493,-75.706367 45.448434,-75.706207 45.448398,-75.706028 45.44837,-75.705818 45.448344,-75.705611 45.44833,-75.705418 45.44833,-75.705173 45.448333,-75.70502 45.448346,-75.704836 45.448371,-75.704626 45.448422,-75.704452 45.44846,-75.704354 45.448479,-75.704232 45.448493,-75.704142 45.448527,-75.704041 45.448583,-75.703928 45.448646,-75.703818 45.448713,-75.703733 45.448734)"
"81017","67","Sentier polyvalent","Non","Non","T.Q.C","Flexible","CCN","0","11.8","{5BC16E5C-FC39-4E83-9AEC-D92B63B2B4B3}","LINESTRING (-75.708004 45.433609,-75.707952 45.433622,-75.707897 45.433625,-75.707856 45.433625)"
"81017","68","Sentier polyvalent","Non","Non","T.Q.C","Gravier","Ville","0","105.8","{AA9743B5-F956-4FED-8301-4590D9018409}","LINESTRING (-75.727507 45.497738,-75.727564 45.49772,-75.727643 45.497687,-75.727705 45.497657,-75.727763 45.497626,-75.727823 45.497574,-75.727878 45.497505,-75.727924 45.497436,-75.727944 45.497502,-75.727973 45.497567,-75.728006 45.497621,-75.728044 45.497669,-75.728111 45.497716,-75.728198 45.497769,-75.728263 45.497807,-75.72834 45.497832)"
"81017","69","Sentier polyvalent","Non","Non","T.Q.C","Flexible","CCN","0","15.0","{B72B3EF1-C7ED-4C20-B09A-44E4BB737C0B}","LINESTRING (-75.724112 45.453739,-75.724097 45.453809,-75.7241 45.453874)"
"81017","70","Piste multifonctionnelle","Non","Non","T.Q.C","Flexible","Ville","0","872.4","{A5327DAD-6EAE-48C3-98C1-13636826D82A}","LINESTRING (-75.663234 45.497906,-75.662934 45.4982,-75.662702 45.498427,-75.662506 45.498603,-75.662265 45.498782,-75.66204 45.49893,-75.661849 45.499033,-75.661641 45.499137,-75.66146 45.49922,-75.661298 45.499275,-75.661117 45.499326,-75.66089 45.49939,-75.660411 45.499547,-75.659385 45.499909,-75.658741 45.500133,-75.658207 45.50031,-75.657834 45.50043,-75.657637 45.50049,-75.657404 45.500574,-75.657068 45.500628,-75.656787 45.500662,-75.656333 45.500715,-75.656046 45.500727,-75.655327 45.500774,-75.654766 45.500804,-75.654424 45.500835,-75.653982 45.50087,-75.653593 45.500867,-75.653364 45.500884)"
"81017","71","Sentier de randonnée","Non","Non","T.Q.C","Flexible","CCN","0","9.9","{2C20874B-2CA9-4586-ADFE-1DE714FD4131}","LINESTRING (-75.707977 45.448303,-75.707925 45.448338,-75.707883 45.448363)"
"81017","72","Sentier de randonnée","Non","Non","T.Q.C","Flexible","CCN","0","159.3","{7B383EF9-5852-4926-B89B-0F5B59C21A6C}","LINESTRING (-75.701442 45.45549,-75.701277 45.455428,-75.701023 45.455314,-75.70064 45.455123,-75.700292 45.454941,-75.700124 45.454842,-75.699977 45.454729,-75.699831 45.454623)"
"81017","73","Sentier polyvalent","Non","Non","T.Q.C","Flexible","CCN","0","19.6","{30ACC33B-3F58-414B-9508-FB0A9958228C}","LINESTRING (-75.767998 45.460732,-75.76798 45.460681,-75.76799 45.460622,-75.768015 45.46056)"
"81017","74","Sentier polyvalent","Non","Non","T.Q.C","Flexible","Ville","0","32.1","{0C7F7A78-9CFC-4A38-B8A6-1D84C0131700}","LINESTRING (-75.751442 45.45029,-75.75138 45.450282,-75.751279 45.450279,-75.751165 45.450284,-75.751037 45.450308)"
"81017","75","Sentier polyvalent","Oui","Non","T.Q.C","Flexible","CCN","3","594.3","{177E2611-F7C9-4151-BBFF-BA663A80F72D}","LINESTRING (-75.706888 45.439161,-75.706901 45.439175,-75.706916 45.439199,-75.706926 45.439223,-75.706929 45.439249,-75.706927 45.439274,-75.706918 45.439299,-75.706904 45.439323,-75.706884 45.439344,-75.706819 45.439386,-75.70672 45.439448,-75.706586 45.439537,-75.706479 45.439627,-75.706396 45.43971,-75.706361 45.439765,-75.706296 45.439895,-75.706213 45.440089,-75.706162 45.440235,-75.706108 45.440429,-75.706089 45.440501,-75.706028 45.440693,-75.705972 45.440864,-75.705929 45.440971,-75.705872 45.441075,-75.705811 45.441155,-75.705722 45.441227,-75.705647 45.441274,-75.7056 45.441295,-75.70559 45.441362,-75.705566 45.441435,-75.70552 45.441538,-75.705477 45.441632,-75.705465 45.441692,-75.705464 45.441746,-75.705475 45.441792,-75.705516 45.441839,-75.705589 45.441894,-75.705738 45.442001,-75.705768 45.44205,-75.705783 45.442117,-75.70578 45.442213,-75.705774 45.442288,-75.705792 45.442345,-75.705819 45.442396,-75.705869 45.442428,-75.705948 45.442453,-75.706029 45.442469,-75.706121 45.442473,-75.7062 45.442464,-75.706272 45.442445,-75.706344 45.442419,-75.706459 45.442365,-75.706547 45.442316,-75.706674 45.442241,-75.706786 45.442176,-75.706886 45.442125,-75.706954 45.442089,-75.70704 45.442062,-75.707105 45.442045,-75.707224 45.442028,-75.707393 45.442004,-75.707588 45.441991,-75.707722 45.441982,-75.70782 45.441984,-75.707903 45.441995,-75.707993 45.442013,-75.708052 45.442037)"
"81017","76","Sentier polyvalent","Non","Non","T.Q.C","Mixte","Ville","0","162.0","{5B601183-32F3-48F5-BE68-C03F0E663316}","LINESTRING (-75.727924 45.497436,-75.727928 45.497347,-75.727966 45.49723,-75.728066 45.497006,-75.728155 45.496778,-75.728209 45.496638,-75.728244 45.496524,-75.728259 45.496296,-75.728277 45.496142,-75.728279 45.496008)"
"81017","77","Sentier polyvalent","Non","Non","T.Q.C","Flexible","CCN","0","67.4","{FC6958E3-C055-4858-8EF8-93F63BF96826}","LINESTRING (-75.744498 45.433242,-75.74451 45.433252,-75.744849 45.433498,-75.744953 45.433561,-75.745096 45.433573,-75.74517 45.433562)"
"81017","78","Sentier polyvalent","Non","Non","T.Q.C","Flexible","CCN","0","27.6","{F0CE2610-8F81-4214-855B-B5F15C8623DA}","LINESTRING (-75.707376 45.450966,-75.707435 45.450932,-75.707487 45.450905,-75.707561 45.450887,-75.707615 45.450877,-75.707693 45.450881)"
"81017","79","Sentier polyvalent","Non","Non","T.Q.C","Flexible","CCN","0","128.9","{1229BD62-657C-4438-B02F-8C4340FA6CE9}","LINESTRING (-75.70824 45.440905,-75.708209 45.440951,-75.708172 45.441047,-75.708153 45.441163,-75.708152 45.441247,-75.708165 45.441337,-75.708191 45.441438,-75.708204 45.441546,-75.708203 45.441659,-75.708183 45.441762,-75.708143 45.441889,-75.708052 45.442037)"
